reaction,gpr,GO_HKP,DLKcat,MTLKP,TurNup,UniKP,database,fill_method
DKGLCNR1_num1,b3012,225.0,1.4287,4.543095,6.447371959686279,8.735721749952106,,112645.641475366
DKGLCNR1_num2,b0207,175.1936841441172,,2.8324168,17.715532302856445,20.83005914936328,,112645.641475366
DKGLCNR2x,b3553,124.73964281862038,101.3348,18.48211,18.727081298828125,20.83005914936328,,112645.641475366
DKGLCNR2y,b3553,124.73964281862038,69.2879,18.48211,20.743064880371094,9.874735015362448,40.7,
DMATT,b0421,97.76404181117316,3.7618,14.597998,1.2232874631881714,1.633459240968726,,0.7394000000000001
DMPPS,b0029,115.69288473855748,1.2496,1.3727145,29.3155460357666,6.47591517554057,,2.64
DMQMT,b2232,118.43411865124476,118.2403,0.06796339,0.4847383797168731,1.122388381894457,,
DMSOR1_num1,b1588 and b1589 and b1590 and b1587,149.80799644754114,110.9087,6.857721,10.097379684448242,83.54885239895054,,112645.641475366
DMSOR1_num2,b0896 and b0895 and b0894,143.25976446138526,98.6041,9.409205,33.09517288208008,8.578554053307505,,112645.641475366
DMSOR1pp,b1872 and b1873,155.2551722501099,59.0534,4.7012305,10.40248680114746,83.54885239895054,,112645.641475366
DMSOR2,b0896 and b0895 and b0894,143.25976446138526,12.0468,79.65911,34.095191955566406,83.54885239895054,,112645.641475366
DMSOR2pp,b1872 and b1873,155.2551722501099,12.6686,58.66869,10.097379684448242,21.4777863867725,,112645.641475366
DMSOtex_num1,b1377,96.2904209055866,,,,,,112645.641475366
DMSOtex_num2,b0241,33.2825,,,,,,112645.641475366
DMSOtex_num3,b0929,94.8168,,,,,,112645.641475366
DMSOtex_num4,b2215,96.2904209055866,,,,,,112645.641475366
DMSOtex_reverse_num1,b1377,96.2904209055866,,,,,,112645.641475366
DMSOtex_reverse_num2,b0241,33.2825,,,,,,112645.641475366
DMSOtex_reverse_num3,b0929,94.8168,,,,,,112645.641475366
DMSOtex_reverse_num4,b2215,96.2904209055866,,,,,,112645.641475366
DMStex_num1,b1377,96.2904209055866,,,,,,112645.641475366
DMStex_num2,b0241,33.2825,,,,,,112645.641475366
DMStex_num3,b0929,94.8168,,,,,,112645.641475366
DMStex_num4,b2215,96.2904209055866,,,,,,112645.641475366
DMStex_reverse_num1,b1377,96.2904209055866,,,,,,112645.641475366
DMStex_reverse_num2,b0241,33.2825,,,,,,112645.641475366
DMStex_reverse_num3,b0929,94.8168,,,,,,112645.641475366
DMStex_reverse_num4,b2215,96.2904209055866,,,,,,112645.641475366
DNTPPA_num1,b1865,152.5584987702834,1781.1927,3.6479468,4.051626682281494,45.25391345988196,8.094999999999999,
DNTPPA_num2,b0099,121.175352563932,,0.36238328,2.661191940307617,27.087904356049105,8.094999999999999,
DOGULNR,b3575,125.69922461667636,0.4371,10.406105,10.158205032348633,11.511948751651577,,
DOPAtex_num1,b1377,96.2904209055866,,,,,,112645.641475366
DOPAtex_num2,b0241,33.2825,,,,,,112645.641475366
DOPAtex_num3,b0929,94.8168,,,,,,112645.641475366
DOPAtex_num4,b2215,96.2904209055866,,,,,,112645.641475366
DOPAtex_reverse_num1,b1377,96.2904209055866,,,,,,112645.641475366
DOPAtex_reverse_num2,b0241,33.2825,,,,,,112645.641475366
DOPAtex_reverse_num3,b0929,94.8168,,,,,,112645.641475366
DOPAtex_reverse_num4,b2215,96.2904209055866,,,,,,112645.641475366
DOXRBCNtex_num1,b1377,96.2904209055866,,,,,,112645.641475366
DOXRBCNtex_num2,b0929,94.8168,,,,,,112645.641475366
DOXRBCNtex_num3,b2215,96.2904209055866,,,,,,112645.641475366
DOXRBCNtex_num4,b0241,33.2825,,,,,,112645.641475366
DOXRBCNtex_reverse_num1,b1377,96.2904209055866,,,,,,112645.641475366
DOXRBCNtex_reverse_num2,b0929,94.8168,,,,,,112645.641475366
DOXRBCNtex_reverse_num3,b2215,96.2904209055866,,,,,,112645.641475366
DOXRBCNtex_reverse_num4,b0241,33.2825,,,,,,112645.641475366
DOXRBCNtpp_num1,b3035 and b0463 and b0462,97.76404181117316,7.7383,7.353219,42.18484115600586,13.944294938310186,,112645.641475366
DOXRBCNtpp_num2,b3035 and b0463 and b2470,149.80799644754114,,11.09623,42.18484115600586,10.397610637812583,,112645.641475366
DPCOAK,b0103,121.23861216232469,0.018,3.383381,4.167760848999023,3.302025687956403,4.01,
DPR_num1,b0425,128.2406734749161,0.0276,5.50396,17.91905403137207,7.228125235384933,,25.0
DPR_num2,b3774,120.7983675600902,,0.16884156,4.42157506942749,2.8363915906752744,,25.0
DRPA,b4381,133.20262771610487,,,,,201.33333333333331,
DSBAO1,b1185 and b3860,149.80799644754114,2.5788,,33.53900909423828,10.241854526086245,,112645.641475366
DSBAO2,b1185 and b3860,149.80799644754114,449.1425,0.84120315,32.55530548095703,6.2187170414927255,,112645.641475366
DSBCGT,b2893,220.78740210220096,11.6622,2.951009,1.7689850330352783,8.43613726810059,,112645.641475366
DSBDR_num1,b2582 and b4136,152.5584987702834,6.9169,,13.600318908691406,6.2187170414927255,,112645.641475366
DSBDR_num2,b3781 and b4136,151.18324760891227,,,13.600318908691406,7.672849549603623,,112645.641475366
DSBGGT,b0604,214.28495551476465,15.9863,1.0502441,5.983883857727051,1.8475007064465976,,112645.641475366
DSERDHr,b1539,149.80799644754114,2.8366,3.5641356,3.754506826400757,3.134866797478028,,112645.641475366
DSERDHr_reverse,b1539,149.80799644754114,26.6302,5.2936025,5.329183578491211,8.135649937618254,,112645.641475366
DSERt2pp,b4208,23.0,0.6998,6.1133595,36.413177490234375,4.685826033894374,,112645.641475366
DSERtex_num1,b1377,96.2904209055866,,,,,,112645.641475366
DSERtex_num2,b0241,33.2825,,,,,,112645.641475366
DSERtex_num3,b0929,94.8168,,,,,,112645.641475366
DSERtex_num4,b2215,96.2904209055866,,,,,,112645.641475366
DSERtex_reverse_num1,b1377,96.2904209055866,,,,,,112645.641475366
DSERtex_reverse_num2,b0241,33.2825,,,,,,112645.641475366
DSERtex_reverse_num3,b0929,94.8168,,,,,,112645.641475366
DSERtex_reverse_num4,b2215,96.2904209055866,,,,,,112645.641475366
DTARTD,b4122,120.7983675600902,,,,,,13.55
DTMPK,b1098,98.38247749906569,,,,,10.5,
DTMPK_reverse,b1098,98.38247749906569,,,,,10.5,
DTMPtex_num1,b1377,96.2904209055866,,,,,,112645.641475366
DTMPtex_num2,b0241,33.2825,,,,,,112645.641475366
DTMPtex_num3,b0929,94.8168,,,,,,112645.641475366
DTMPtex_num4,b2215,96.2904209055866,,,,,,112645.641475366
DTMPtex_reverse_num1,b1377,96.2904209055866,,,,,,112645.641475366
DTMPtex_reverse_num2,b0241,33.2825,,,,,,112645.641475366
DTMPtex_reverse_num3,b0929,94.8168,,,,,,112645.641475366
DTMPtex_reverse_num4,b2215,96.2904209055866,,,,,,112645.641475366
DUMPtex_num1,b1377,96.2904209055866,,,,,,112645.641475366
DUMPtex_num2,b0241,33.2825,,,,,,112645.641475366
DUMPtex_num3,b0929,94.8168,,,,,,112645.641475366
DUMPtex_num4,b2215,96.2904209055866,,,,,,112645.641475366
DUMPtex_reverse_num1,b1377,96.2904209055866,,,,,,112645.641475366
DUMPtex_reverse_num2,b0241,33.2825,,,,,,112645.641475366
DUMPtex_reverse_num3,b0929,94.8168,,,,,,112645.641475366
DUMPtex_reverse_num4,b2215,96.2904209055866,,,,,,112645.641475366
DURADx,b2147 and b2146,136.71153247522938,19.9399,3.4181645,8.979243278503418,3.709008719383553,0.65,
DURADx_reverse,b2147 and b2146,136.71153247522938,47.8523,5.2292895,9.530081748962402,1.093068402983836,0.65,
DURIK1,b1238,121.20698236312832,5.5344,1.0135728,12.070002555847168,2.458310668233155,565626.46,
DURIPP_num1,b4382,117.63095515668913,0.0271,1.0686511,129.58273315429688,3.5613761147405705,50.61333333333334,
DURIPP_num2,b4384,97.76404181117316,4.1056,3.0771592,145.29734802246094,8.645785370246568,50.61333333333334,
DURIPP_reverse_num1,b4382,117.63095515668913,68.3417,8.382589,105.02223205566406,2.601245076718941,50.61333333333334,
DURIPP_reverse_num2,b4384,97.76404181117316,,9.942878,87.59383392333984,6.114933958500958,50.61333333333334,
DURIt2pp_num1,b2393,33.2825,0.17,3.038913,13.50819969177246,19.340076933523704,,112645.641475366
DURIt2pp_num2,b2964,23.0,,6.0363045,18.34995651245117,1.2556971297984412,,112645.641475366
DURItex,b0411,179.45385264683853,,,,,,112645.641475366
DURItex_reverse,b0411,179.45385264683853,,,,,,112645.641475366
DUTPDP_num1,b3640,97.76404181117316,,,,,,20.28
DUTPDP_num2,b2251,187.810552,,,,,,20.28
DXPRIi,b0173,136.47847541820553,0.2064,1.7168764,2.32212233543396,1.753423246287524,1931.7574444444444,
DXPS,b0420,98.38247749906569,15.6088,0.78809994,0.96130633354187,6.114933958500958,2.6,
DXYLK,b3564,163.56417402633934,0.2863,127.91162,83.76203155517578,4.126232577709164,,
DXYLONtex_num1,b0929,94.8168,,,,,,112645.641475366
DXYLONtex_num2,b1377,96.2904209055866,,,,,,112645.641475366
DXYLONtex_num3,b2215,96.2904209055866,,,,,,112645.641475366
DXYLONtex_reverse_num1,b0929,94.8168,,,,,,112645.641475366
DXYLONtex_reverse_num2,b1377,96.2904209055866,,,,,,112645.641475366
DXYLONtex_reverse_num3,b2215,96.2904209055866,,,,,,112645.641475366
DXYLTD_num1,b0269,137.37750142279987,,,,,,112645.641475366
DXYLTD_num2,b4297,133.20262771610487,,,,,,112645.641475366
D_LACt2pp_num1,b3603,23.0,0.3806,19.705345,10.147160530090332,1.4512741922385004,,112645.641475366
D_LACt2pp_num2,b2975,23.0,,13.445966,11.09506893157959,1.7851135665555418,,112645.641475366
D_LACt2pp_reverse_num1,b3603,23.0,1.1312,19.705345,10.147160530090332,3.5556925393700345,,112645.641475366
D_LACt2pp_reverse_num2,b2975,23.0,,13.445966,11.09506893157959,3.653492800559781,,112645.641475366
D_LACtex_num1,b1377,96.2904209055866,,,,,,112645.641475366
D_LACtex_num2,b0241,33.2825,,,,,,112645.641475366
D_LACtex_num3,b0929,94.8168,,,,,,112645.641475366
D_LACtex_num4,b2215,96.2904209055866,,,,,,112645.641475366
D_LACtex_reverse_num1,b1377,96.2904209055866,,,,,,112645.641475366
D_LACtex_reverse_num2,b0241,33.2825,,,,,,112645.641475366
D_LACtex_reverse_num3,b0929,94.8168,,,,,,112645.641475366
D_LACtex_reverse_num4,b2215,96.2904209055866,,,,,,112645.641475366
E4PD_num1,b2927,136.2454183611817,22.5466,3.1519585,26.33974838256836,5.871081732760222,65.0,
E4PD_num2,b1779,115.69288473855742,,3.3870716,32.20695877075195,2.30758992115931,65.0,
E4PP_num1,b3826,173.42795360893282,11.709,3.666865,18.896074295043945,2.1399154825398017,,112645.641475366
E4PP_num2,b2293,157.17088698230995,,3.3737736,6.748026847839356,229.50963769458312,,112645.641475366
E4PP_num3,b0822,173.42795360893282,,3.164069,7.112557888031006,7.677154914011056,,112645.641475366
E4PP_num4,b2690,189.6850202355557,,5.168742,3.910143613815308,6.046301810920078,,112645.641475366
E4PP_num5,b1727,149.80799644754114,,0.76328886,5.092029571533203,6.114933958500958,,112645.641475366
EAR100x,b1288,121.20698236312832,16.5577,,15.919736862182615,1.293361615295519,,
EAR100y,b1288,121.20698236312832,2.7871,,9.801222801208496,19.72473687581858,,
EAR120x,b1288,121.20698236312832,13.4225,,15.919736862182615,1.4106550467295935,,
EAR120y,b1288,121.20698236312832,0.2816,,9.801222801208496,4.505918121530305,,
EAR121x,b1288,121.20698236312832,7.2871,,15.919736862182615,3.5590811542674947,16.7125,
EAR121y,b1288,121.20698236312832,3.678,,9.801222801208496,17.527193281992982,1682.9856000000002,
EAR140x,b1288,121.20698236312832,4.7358,,15.919736862182615,3.439238981203919,,
EAR140y,b1288,121.20698236312832,7.5212,,9.801222801208496,5.983132975696,,
EAR141x,b1288,121.20698236312832,0.754,,15.919736862182615,1.873480710504212,16.7125,
EAR141y,b1288,121.20698236312832,9.6309,,9.801222801208496,4.91721766726643,1682.9856000000002,
EAR160x,b1288,121.20698236312832,0.571,,15.919736862182615,1.6112372980239649,16.7125,
EAR160y,b1288,121.20698236312832,6.934,,9.801222801208496,6.56699517354574,1682.9856000000002,
EAR161x,b1288,121.20698236312832,9.4467,,15.919736862182615,5.770734385026743,16.7125,
EAR161y,b1288,121.20698236312832,41.3169,,9.801222801208496,6.960383956781024,1682.9856000000002,
EAR180x,b1288,121.20698236312832,5.7654,,15.919736862182615,2.0397498220766908,16.7125,
EAR180y,b1288,121.20698236312832,0.1352,,9.801222801208496,3.538650180101298,1682.9856000000002,
EAR181x,b1288,121.20698236312832,6.2521,,15.919736862182615,5.717953119838133,16.7125,
EAR181y,b1288,121.20698236312832,0.4159,,9.801222801208496,2.410330339395014,1682.9856000000002,
EAR40x,b1288,121.20698236312832,3.213,,15.919736862182615,3.415844385652026,,
EAR40y,b1288,121.20698236312832,2.0821,,9.801222801208496,4.505918121530305,,
EAR60x,b1288,121.20698236312832,2.5638,,15.919736862182615,3.0093781451933763,,
EAR60y,b1288,121.20698236312832,5.1431,,9.801222801208496,5.770470497209467,,
EAR80x,b1288,121.20698236312832,1.9301,,15.919736862182615,4.691640996592274,,
EAR80y,b1288,121.20698236312832,12.6453,,9.801222801208496,4.505918121530305,,
ECA4COLIPAabctex,b0054 and b3201 and b4261 and b4262 and b3199 and b3200 and b0641,101.0,60.1814,,7.871926307678223,33.81246352611123,,112645.641475366
ECA4OALpp,b3622,67.225,1.47,0.50385636,2.5674426555633545,2.139933895127523,,112645.641475366
ECAP1pp,b3785 and b3793 and b3792,152.5584987702834,,,,,,112645.641475366
ECAP2pp,b3785 and b3793 and b3792,152.5584987702834,57.3143,1.1656008,3.1622774600982666,1.607791776275416,,112645.641475366
ECAP3pp,b3785 and b3793 and b3792,152.5584987702834,74.4945,1.1656008,3.257830142974853,20.11160625906284,,112645.641475366
ECAtpp,b3792,189.6850202355557,,,,,,112645.641475366
ECOAH1_num1,b2341,133.20262771610487,,,,,,929.4083333333332
ECOAH1_num2,b3846,120.42138255624845,,,,,,929.4083333333332
ECOAH1_reverse_num1,b2341,133.20262771610487,16.2094,7.458278,40.42369842529297,5.170673151611213,,929.4083333333332
ECOAH1_reverse_num2,b3846,120.42138255624845,,12.703595,46.278018951416016,3.520606330975931,,929.4083333333332
ECOAH2_num1,b2341,133.20262771610487,,,,,,1111.9
ECOAH2_num2,b3846,120.42138255624845,,,,,,1111.9
ECOAH2_reverse_num1,b2341,133.20262771610487,1.3156,12.019148,42.90353012084961,33.66240634310002,,1111.9
ECOAH2_reverse_num2,b3846,120.42138255624845,,21.499529,47.67637634277344,4.810772528691261,,1111.9
ECOAH3_num1,b2341,133.20262771610487,,,,,,1111.9
ECOAH3_num2,b3846,120.42138255624845,,,,,,1111.9
ECOAH3_reverse_num1,b2341,133.20262771610487,22.7023,5.6552944,48.32890701293945,32.94228372318428,,1111.9
ECOAH3_reverse_num2,b3846,120.42138255624845,,9.356746,49.11698913574219,3.520606330975931,,1111.9
ECOAH4_num1,b2341,133.20262771610487,,,,,,1111.9
ECOAH4_num2,b3846,120.42138255624845,,,,,,1111.9
ECOAH4_reverse_num1,b2341,133.20262771610487,1.1533,5.791659,48.32890701293945,7.494230452223806,,1111.9
ECOAH4_reverse_num2,b3846,120.42138255624845,,8.064085,47.67637634277344,5.32062846472089,,1111.9
ECOAH5_num1,b2341,133.20262771610487,,,,,,1111.9
ECOAH5_num2,b3846,120.42138255624845,,,,,,1111.9
ECOAH5_reverse_num1,b2341,133.20262771610487,1.7452,4.5162096,48.32890701293945,4.810772528691261,,1111.9
ECOAH5_reverse_num2,b3846,120.42138255624845,,7.140225,47.67637634277344,4.69157887104192,,1111.9
ECOAH6_num1,b2341,133.20262771610487,,,,,,1111.9
ECOAH6_num2,b3846,120.42138255624845,,,,,,1111.9
ECOAH6_reverse_num1,b2341,133.20262771610487,0.0518,2.6470747,48.32890701293945,4.810772528691261,,1111.9
ECOAH6_reverse_num2,b3846,120.42138255624845,,5.657801,47.67637634277344,10.400673043184613,,1111.9
ECOAH7_num1,b2341,133.20262771610487,,,,,,1111.9
ECOAH7_num2,b3846,120.42138255624845,,,,,,1111.9
ECOAH7_reverse_num1,b2341,133.20262771610487,0.1647,4.2718062,48.32890701293945,0.93053353032453,,1111.9
ECOAH7_reverse_num2,b3846,120.42138255624845,,8.61657,47.67637634277344,10.400376497266745,,1111.9
ECOAH8_num1,b2341,133.20262771610487,,,,,,1111.9
ECOAH8_num2,b3846,120.42138255624845,,,,,,1111.9
ECOAH8_reverse_num1,b2341,133.20262771610487,2.2471,2.7383003,48.32890701293945,0.46698776600873,,1111.9
ECOAH8_reverse_num2,b3846,120.42138255624845,,4.7283998,47.67637634277344,6.060764487736015,,1111.9
EDA,b1850,137.37750142279987,,,,,72.15063,
EDD,b1851,136.2454183611817,,,,,,
EDTXS1,b1054,115.69288473855748,76.2741,0.26250014,2.2020485401153564,9.129954971721624,131.0,
EDTXS2,b1855,136.47847541820553,34.556,0.14214167,4.243003845214844,17.527193281992982,,
EDTXS3,b2378,121.23861216232469,0.0077,0.2680702,1.7962191104888916,6.960383956781024,,112645.641475366
EDTXS4,b1855,136.47847541820553,4.883,0.16481896,3.5489745140075684,17.527193281992982,,112645.641475366
EGMEACPR,b1288,121.20698236312832,0.3999,,9.801222801208496,3.5556925393700345,1682.9856000000002,
ENLIPAabctex,b0054 and b3201 and b4261 and b4262 and b3199 and b3200 and b0641,101.0,36.5893,1.4106697,7.871926307678223,3.194268354614871,,112645.641475366
ENO,b2779,121.23861216232469,,,,,318063.1666666667,
ENO_reverse,b2779,121.23861216232469,16.4461,26.706905,21.28111457824707,7.926801418049712,318063.1666666667,
ENTCS,b0583,234.36871562986587,0.9972,0.06790314,6.704043865203857,6.651201338548535,,112645.641475366
ENTERES,b0585,136.47847541820553,1.299,0.5512688,11.374245643615724,11.334694813446427,,
EPMEACPR,b1288,121.20698236312832,30.2449,,9.801222801208496,1.0590721531572571,1682.9856000000002,
ETHAAL,b2441 and b2440,157.17088698230995,,,,,605.0,
ETHAtex_num1,b1377,96.2904209055866,,,,,,112645.641475366
ETHAtex_num2,b0241,33.2825,,,,,,112645.641475366
ETHAtex_num3,b0929,94.8168,,,,,,112645.641475366
ETHAtex_num4,b2215,96.2904209055866,,,,,,112645.641475366
ETHAtex_reverse_num1,b1377,96.2904209055866,,,,,,112645.641475366
ETHAtex_reverse_num2,b0241,33.2825,,,,,,112645.641475366
ETHAtex_reverse_num3,b0929,94.8168,,,,,,112645.641475366
ETHAtex_reverse_num4,b2215,96.2904209055866,,,,,,112645.641475366
ETHSO3abcpp,b0933 and b0934 and b0936,97.61360481285834,497.4062,1.7749542,4.204555034637451,6.361344157449999,,112645.641475366
ETHSO3tex_num1,b1377,96.2904209055866,,,,,,112645.641475366
ETHSO3tex_num2,b0241,33.2825,,,,,,112645.641475366
ETHSO3tex_num3,b0929,94.8168,,,,,,112645.641475366
ETHSO3tex_num4,b2215,96.2904209055866,,,,,,112645.641475366
ETHSO3tex_reverse_num1,b1377,96.2904209055866,,,,,,112645.641475366
ETHSO3tex_reverse_num2,b0241,33.2825,,,,,,112645.641475366
ETHSO3tex_reverse_num3,b0929,94.8168,,,,,,112645.641475366
ETHSO3tex_reverse_num4,b2215,96.2904209055866,,,,,,112645.641475366
ETOHtex_num1,b1377,96.2904209055866,,,,,,112645.641475366
ETOHtex_num2,b0241,33.2825,,,,,,112645.641475366
ETOHtex_num3,b0929,94.8168,,,,,,112645.641475366
ETOHtex_num4,b2215,96.2904209055866,,,,,,112645.641475366
ETOHtex_reverse_num1,b1377,96.2904209055866,,,,,,112645.641475366
ETOHtex_reverse_num2,b0241,33.2825,,,,,,112645.641475366
ETOHtex_reverse_num3,b0929,94.8168,,,,,,112645.641475366
ETOHtex_reverse_num4,b2215,96.2904209055866,,,,,,112645.641475366
F1PP_num1,b0822,173.42795360893282,1.4191,3.4962676,9.868213653564451,7.6589817015778525,,112645.641475366
F1PP_num2,b2690,189.6850202355557,,7.4411383,4.8160576820373535,6.814832905594133,,112645.641475366
F1PP_num3,b2293,157.17088698230995,,2.871164,8.821300506591797,6.334036791279153,,112645.641475366
F1PP_num4,b3697,175.1936841441172,,6.847725,36.37460708618164,6.114933958500958,,112645.641475366
F6PA_num1,b0825,136.71153247522938,,,,,,
F6PA_num2,b3946,142.9524539351852,,,,,,
F6PA_reverse_num1,b0825,136.71153247522938,10.0238,5.207297,53.481536865234375,69.62689854059693,,
F6PA_reverse_num2,b3946,142.9524539351852,,1.4326544,47.47773361206055,4.810772528691261,,
F6PP_num1,b2293,157.17088698230995,0.6039,2.4036984,7.601346015930176,5.688412376681967,,112645.641475366
F6PP_num2,b3697,175.1936841441172,,4.0874906,35.30773162841797,2.49260093430609,,112645.641475366
F6PP_num3,b0822,173.42795360893282,,2.9874885,8.760418891906738,10.285457757985752,,112645.641475366
F6PP_num4,b2690,189.6850202355557,,4.6628604,4.275412082672119,4.126232577709164,,112645.641475366
F6PP_num5,b3826,173.42795360893282,,2.9299626,25.44816398620605,2.9633630070897,,112645.641475366
F6Pt6_2pp,b3666,23.0,0.0144,1.2694175,8.987629890441895,5.160646713364276,,112645.641475366
F6Ptex_num1,b1377,96.2904209055866,,,,,,112645.641475366
F6Ptex_num2,b0241,33.2825,,,,,,112645.641475366
F6Ptex_num3,b0929,94.8168,,,,,,112645.641475366
F6Ptex_num4,b2215,96.2904209055866,,,,,,112645.641475366
F6Ptex_reverse_num1,b1377,96.2904209055866,,,,,,112645.641475366
F6Ptex_reverse_num2,b0241,33.2825,,,,,,112645.641475366
F6Ptex_reverse_num3,b0929,94.8168,,,,,,112645.641475366
F6Ptex_reverse_num4,b2215,96.2904209055866,,,,,,112645.641475366
FA100ACPHi,b0404,121.20698236312832,5.3864,,12.55279541015625,11.334694813446427,,
FA120ACPHi,b0404,121.20698236312832,1458.8321,,12.55279541015625,8.348333233793003,,
FA140ACPHi,b0404,121.20698236312832,37.8438,,12.55279541015625,6.720629284992701,,3.282793103448276
FA141ACPHi,b0404,121.20698236312832,3.634,,12.55279541015625,4.310304320662927,,3.282793103448276
FA160ACPHi,b0404,121.20698236312832,93.4686,,14.140162467956545,4.588231538118686,,3.282793103448276
FA161ACPHi,b0404,121.20698236312832,9.2378,,12.55279541015625,13.9370824022727,,3.282793103448276
FA80ACPHi,b0404,121.20698236312832,0.4264,,12.932096481323242,6.527098890776144,,
FACOAE100,b0452,129.92752530694554,97.6527,,2.084498405456543,4.69157887104192,23.476666666666667,
FACOAE120,b0452,129.92752530694554,24.1418,6.1557994,2.9707345962524414,1.8119660138730829,23.476666666666667,
FACOAE140,b0452,129.92752530694554,0.7657,6.0162106,3.060499429702759,6.808242830397126,23.476666666666667,
FACOAE141,b0452,129.92752530694554,0.4779,,2.084498405456543,4.69157887104192,,112645.641475366
FACOAE160,b0452,129.92752530694554,2.4235,4.933369,2.5598912239074707,3.980374317137799,23.476666666666667,
FACOAE161,b0452,129.92752530694554,2.6877,,2.084498405456543,4.69157887104192,,112645.641475366
FACOAE180,b0452,129.92752530694554,102.7713,2.4605308,2.5598912239074707,6.536447002708444,23.476666666666667,
FACOAE181,b0452,129.92752530694554,0.8212,,2.279223680496216,3.980374317137799,,112645.641475366
FACOAE60,b0452,129.92752530694554,1.2875,,2.084498405456543,3.9460798979623735,,112645.641475366
FACOAE80,b0452,129.92752530694554,98.8085,6.577482,2.4119296073913574,2.388254761409444,,112645.641475366
FACOAL100t2pp_num1,b1805,133.20262771610487,1.1006,,0.8227182626724243,6.130754302507611,,112645.641475366
FACOAL100t2pp_num2,b1701,130.15983707102805,,,0.784010648727417,59.507895368453305,,112645.641475366
FACOAL120t2pp_num1,b1701,130.15983707102805,19.0247,,1.8313961029052728,4.765863679138536,,112645.641475366
FACOAL120t2pp_num2,b1805,133.20262771610487,,,0.8863211274147034,18.05149927356397,,112645.641475366
FACOAL140t2pp_num1,b1701,130.15983707102805,11.2787,,1.7776809930801392,5.625614300322807,,112645.641475366
FACOAL140t2pp_num2,b1805,133.20262771610487,,,0.8603252172470093,20.83005914936328,,112645.641475366
FACOAL141t2pp_num1,b1701,130.15983707102805,28.7165,,0.784010648727417,4.239897124043,,112645.641475366
FACOAL141t2pp_num2,b1805,133.20262771610487,,,0.8227182626724243,2.229301480764941,,112645.641475366
FACOAL160t2pp_num1,b1701,130.15983707102805,0.1239,1.6580877,1.9437445402145384,3.9460798979623735,,112645.641475366
FACOAL160t2pp_num2,b1805,133.20262771610487,,0.9907461,0.940693199634552,3.653492800559781,,112645.641475366
FACOAL161t2pp_num1,b1805,133.20262771610487,1.8389,,0.8227182626724243,5.770470497209467,,112645.641475366
FACOAL161t2pp_num2,b1701,130.15983707102805,,,0.784010648727417,2.229301480764941,,112645.641475366
FACOAL180t2pp_num1,b1701,130.15983707102805,12.8932,0.47085685,1.9437445402145384,83.84012168321993,,112645.641475366
FACOAL180t2pp_num2,b1805,133.20262771610487,,0.2981479,0.9131025671958924,6.154294957250831,,112645.641475366
FACOAL181t2pp_num1,b1805,133.20262771610487,2.0869,0.6667386,0.9547581672668456,3.842358408537775,,112645.641475366
FACOAL181t2pp_num2,b1701,130.15983707102805,,1.917772,0.8077006340026855,5.511913782654467,,112645.641475366
FACOAL60t2pp_num1,b1805,133.20262771610487,12.0658,0.33380517,1.043947696685791,0.1594220641833325,,112645.641475366
FACOAL60t2pp_num2,b1701,130.15983707102805,,1.1717116,0.6178660988807678,3.653492800559781,,112645.641475366
FACOAL80t2pp_num1,b1805,133.20262771610487,7.4765,0.39327073,0.9691175222396852,8.395630847886949,,112645.641475366
FACOAL80t2pp_num2,b1701,130.15983707102805,,0.77412254,1.9437445402145384,2.49260093430609,,112645.641475366
FADRx,b3844,120.7983675600902,,,,,87.214,
FADRx2,b2764,119.06658842098136,,,,,30.055745454545452,
FADt,b1985,27.0,,,,,,112645.641475366
FADtex_num1,b1377,96.2904209055866,,,,,,112645.641475366
FADtex_num2,b0241,33.2825,,,,,,112645.641475366
FADtex_num3,b2215,96.2904209055866,,,,,,112645.641475366
FADtex_num4,b0929,94.8168,,,,,,112645.641475366
FADtex_reverse_num1,b1377,96.2904209055866,,,,,,112645.641475366
FADtex_reverse_num2,b0241,33.2825,,,,,,112645.641475366
FADtex_reverse_num3,b2215,96.2904209055866,,,,,,112645.641475366
FADtex_reverse_num4,b0929,94.8168,,,,,,112645.641475366
FALDH2,b0356,130.15983707102805,0.3417,25.540747,7.486851692199707,3.8937879056085154,,156.0
FALDH2_reverse,b0356,130.15983707102805,0.2267,12.9375925,8.433597564697266,6.060764487736015,,156.0
FALDtex_num1,b1377,96.2904209055866,,,,,,112645.641475366
FALDtex_num2,b0241,33.2825,,,,,,112645.641475366
FALDtex_num3,b0929,94.8168,,,,,,112645.641475366
FALDtex_num4,b2215,96.2904209055866,,,,,,112645.641475366
FALDtex_reverse_num1,b1377,96.2904209055866,,,,,,112645.641475366
FALDtex_reverse_num2,b0241,33.2825,,,,,,112645.641475366
FALDtex_reverse_num3,b0929,94.8168,,,,,,112645.641475366
FALDtex_reverse_num4,b2215,96.2904209055866,,,,,,112645.641475366
FALGTHLs,s0001,,14.142,,,20.83005914936328,,
FBA3,b2925,106.4556997281849,,,,,,16.6515
FBA3_reverse,b2925,106.4556997281849,36.8036,5.67184,17.86041831970215,2.25626747070846,,16.6515
FBA_num1,b2925,106.4556997281849,,,,,,12.35
FBA_num2,b2097,115.69288473855742,,,,,,12.35
FBA_reverse_num1,b2925,106.4556997281849,32.2647,9.922284,10.71681308746338,5.171331930782302,,12.35
FBA_reverse_num2,b2097,115.69288473855742,,3.614696,25.40924453735352,8.939373321202341,,12.35
