reaction,gpr,GO_HKP,DLKcat,MTLKP,TurNup,UniKP,database,fill_method,database_clean,reaction_type,is_complex,base_reaction,is_reverse,Ensemble_Geometric_Mean,Ensemble_Arithmetic_Mean,Ensemble_Median,Ensemble_Weighted
ACtex_num3,b0929,94.8168,,,,,,112645.641475366,,Transport,False,ACtex,False,,,,
ACtex_num4,b2215,96.2904209055866,,,,,,112645.641475366,,Transport,False,ACtex,False,,,,
ACtex_reverse_num1,b1377,96.2904209055866,,,,,,112645.641475366,,Transport,False,ACtex,True,,,,
ACtex_reverse_num2,b0241,33.2825,,,,,,112645.641475366,,Transport,False,ACtex,True,,,,
ACtex_reverse_num3,b0929,94.8168,,,,,,112645.641475366,,Transport,False,ACtex,True,,,,
ACtex_reverse_num4,b2215,96.2904209055866,,,,,,112645.641475366,,Transport,False,ACtex,True,,,,
ADA,b1623,126.88473466186872,4.0152,1.8630158,10.602142333984377,2.7021429464568483,168032.81666666668,,168032.81666666668,Metabolic (Core),False,ADA,False,3.8261008906297964,4.795625270110307,3.358671473228424,3.8261008906297964
ADCL_num1,b1096,126.3166780801852,,,,,,,,Metabolic (Core),False,ADCL,False,,,,
ADCL_num2,b4039,136.71153247522938,,,,,,,,Metabolic (Core),False,ADCL,False,,,,
ADCS,b1812 and b3360,115.69288473855744,19.8006,10.505885,25.34518051147461,6.9899481650584585,0.4131591428571429,,0.4131591428571429,Metabolic (Core),True,ADCS,False,13.855432414586899,15.660403419133266,15.1532425,13.855432414586899
ADD,b3665,136.47847541820553,61.1872,0.33780086,24.66509056091309,4.074876182746937,141.2,,141.2,Metabolic (Core),False,ADD,False,6.7511788841159595,22.566241900915006,14.369983371830013,6.7511788841159595
ADEt2rpp_num1,b3714,23.0,0.1835,3.33677,43.42146682739258,2.660314976296722,,112645.641475366,,Metabolic (Core),False,ADEt2rpp,False,2.900013186225685,12.400512950922325,2.9985424881483613,2.900013186225685
ADEt2rpp_num2,b3654,23.0,,2.1516259,35.36833572387695,2.1115375790563813,,112645.641475366,,Metabolic (Core),False,ADEt2rpp,False,5.436591906397678,13.210499734311112,2.1516259,3.5603693253572253
ADEt2rpp_num3,b3664,23.0,,2.2449386,26.88867950439453,10.285457757985752,,112645.641475366,,Metabolic (Core),False,ADEt2rpp,False,8.530985208942301,13.13969195412676,10.285457757985752,4.9917105199463885
ADEt2rpp_reverse_num1,b3714,23.0,58.4269,3.33677,43.42146682739258,3.534094500819971,,112645.641475366,,Metabolic (Reverse),False,ADEt2rpp,True,13.151656015135483,27.17980783205314,23.477780664106273,13.151656015135483
ADEt2rpp_reverse_num2,b3654,23.0,,2.1516259,35.36833572387695,4.810772528691261,,112645.641475366,,Metabolic (Reverse),False,ADEt2rpp,True,7.153722180446728,14.110244717522738,4.810772528691261,4.374204192666694
ADEt2rpp_reverse_num3,b3664,23.0,,2.2449386,26.88867950439453,9.38360738254706,,112645.641475366,,Metabolic (Reverse),False,ADEt2rpp,True,8.273982349498697,12.839075162313863,9.38360738254706,4.878495880231303
ADEtex_num1,b1377,96.2904209055866,,,,,,112645.641475366,,Transport,False,ADEtex,False,,,,
ADEtex_num2,b0241,33.2825,,,,,,112645.641475366,,Transport,False,ADEtex,False,,,,
ADEtex_num3,b0929,94.8168,,,,,,112645.641475366,,Transport,False,ADEtex,False,,,,
ADEtex_num4,b2215,96.2904209055866,,,,,,112645.641475366,,Transport,False,ADEtex,False,,,,
ADEtex_reverse_num1,b1377,96.2904209055866,,,,,,112645.641475366,,Transport,False,ADEtex,True,,,,
ADEtex_reverse_num2,b0241,33.2825,,,,,,112645.641475366,,Transport,False,ADEtex,True,,,,
ADEtex_reverse_num3,b0929,94.8168,,,,,,112645.641475366,,Transport,False,ADEtex,True,,,,
ADEtex_reverse_num4,b2215,96.2904209055866,,,,,,112645.641475366,,Transport,False,ADEtex,True,,,,
ADK1,b0474,78.6014212963055,,,,,943440.0,,943440.0,Metabolic (Core),False,ADK1,False,,,,
ADK1_reverse,b0474,78.6014212963055,,,,,943440.0,,943440.0,Metabolic (Reverse),False,ADK1,True,,,,
ADK3,b0474,78.6014212963055,,,,,,145.316,,Metabolic (Core),False,ADK3,False,,,,
ADK3_reverse,b0474,78.6014212963055,,,,,,145.316,,Metabolic (Reverse),False,ADK3,True,,,,
ADK4,b0474,78.6014212963055,,,,,,112645.641475366,,Metabolic (Core),False,ADK4,False,,,,
ADK4_reverse,b0474,78.6014212963055,,,,,,112645.641475366,,Metabolic (Reverse),False,ADK4,True,,,,
ADMDC,b0120,120.7983675600902,12.8686,1.0477177,1.4225497245788574,1.122388381894457,253177.94833333333,,253177.94833333333,Metabolic (Core),False,ADMDC,False,2.1540042222901663,4.115313951618329,1.2724690532366574,2.1540042222901663
ADNCYC,b3806,205.72000000000008,,,,,1.67,,1.67,Metabolic (Core),False,ADNCYC,False,,,,
ADNK1,b0474,78.6014212963055,16.5849,14.139693,7.615062236785889,8.999702292651358,,5.635591387096774,,Metabolic (Core),False,ADNK1,False,11.259357517647341,11.834839382359311,11.569697646325679,11.259357517647341
ADNUC,b0030,121.23861216232469,2.5996,1.9522923,14.010107040405272,4.4581743766224,2.619036363636364,,2.619036363636364,Metabolic (Core),False,ADNUC,False,4.219514354182861,5.755043429256918,3.5288871883111996,4.219514354182861
ADNt2pp_copy1_num1,b2964,23.0,302.3451,3.2161877,18.34995651245117,2.660314976296722,,112645.641475366,,Metabolic (Core),False,ADNt2pp_copy1,False,14.760569193791579,81.64288979718697,10.783072106225584,14.760569193791579
ADNt2pp_copy1_num2,b2393,33.2825,,2.653572,13.50819969177246,3.0734277155319725,,112645.641475366,,Metabolic (Core),False,ADNt2pp_copy1,False,4.793842748135073,6.411733135768144,3.0734277155319725,3.239759991134454
ADNt2pp_copy2,b2406,23.0,1.4882,1.5201795,16.7822265625,2.433073219097816,,112645.641475366,,Metabolic (Core),False,ADNt2pp_copy2,False,3.1002037163760097,5.555919820399454,1.976626359548908,3.1002037163760097
ADNt2pp_copy2_reverse,b2406,23.0,2.2968,1.5201795,16.7822265625,2.83415341835266,,112645.641475366,,Metabolic (Reverse),False,ADNt2pp_copy2,True,3.589820610583739,5.8583398702131655,2.5654767091763304,3.589820610583739
ADNtex,b0411,179.45385264683853,,,,,,112645.641475366,,Transport,False,ADNtex,False,,,,
ADNtex_reverse,b0411,179.45385264683853,,,,,,112645.641475366,,Transport,False,ADNtex,True,,,,
ADOCBIK,b1993,123.60963225270936,8.9242,,,1.733995533620513,,0.191,,Metabolic (Core),False,ADOCBIK,False,3.9337670166312826,5.329097766810257,5.329097766810257,1.9833726368565445
ADOCBLS,b1992,152.5584987702834,25.1358,1.9796784,,8.188621999268934,,41.985,,Metabolic (Core),False,ADOCBLS,False,7.413661058211378,11.768033466422978,8.188621999268934,4.492877164560914
ADOCBLabcpp,b0158 and b1709 and b1711,97.76404181117316,119.4937,,,4.685826033894374,,112645.641475366,,Metabolic (Core),True,ADOCBLabcpp,False,23.6627701325598,62.08976301694719,62.08976301694719,4.864439344113543
ADOCBLtonex,b3006 and b1252 and b3005 and b3966,176.53793119354842,16.2305,,,16.138856748077675,,112645.641475366,,Metabolic (Core),True,ADOCBLtonex,False,16.18461350943157,16.18467837403884,16.18467837403884,4.023010503271346
ADPRDP_num1,b3397,206.75125446366417,0.2527,2.144417,10.984600067138672,5.0296453264957615,117.0,,117.0,Metabolic (Core),False,ADPRDP,False,2.339155123857028,4.6028405984086085,3.5870311632478806,2.339155123857028
ADPRDP_num2,b3034,189.6850202355557,,55.765293,10.202946662902832,7.228125235384933,117.0,,117.0,Metabolic (Core),False,ADPRDP,False,16.021570719430347,24.398788299429256,10.202946662902832,8.008087657379855
ADPT,b0469,94.26533215773615,0.7226,2.1600516,4.8248820304870605,2.458310668233155,9.33,,9.33,Metabolic (Core),False,ADPT,False,2.0742991387595042,2.541461074680054,2.3091811341165775,2.0742991387595042
ADSK,b2750,103.1144388880425,7.0075,2.313484,11.53402328491211,5.8218552443149,19153.526094444445,,19153.526094444445,Metabolic (Core),False,ADSK,False,5.744046649986406,6.669215632306752,6.41467762215745,5.744046649986406
ADSL1r,b1131,121.175352563932,,,,,36286.272,,36286.272,Metabolic (Core),False,ADSL1r,False,,,,
ADSL1r_reverse,b1131,121.175352563932,10.4804,63.364918,3.3857643604278564,8.135649937618254,36286.272,,36286.272,Metabolic (Reverse),False,ADSL1r,True,11.629711186700263,21.34168307451153,9.308024968809127,11.629711186700263
ADSL2r,b1131,121.175352563932,,,,,36286.272,,36286.272,Metabolic (Core),False,ADSL2r,False,,,,
ADSL2r_reverse,b1131,121.175352563932,2.3817,63.364918,2.8319530487060547,10.99057680602148,36286.272,,36286.272,Metabolic (Reverse),False,ADSL2r,True,8.278670872297036,19.892286963681883,6.911264927363767,8.278670872297036
ADSS,b4177,115.69288473855742,0.2275,8.931563,1.1503044366836548,6.105562376877827,1.1908571428571428,,1.1908571428571428,Metabolic (Core),False,ADSS,False,1.9436221223830261,4.1037324533903705,3.6279334067807407,1.9436221223830261
AGDC,b0677,137.33652202813053,0.7619,23.746044,64.66558837890625,0.804671281974783,95.875,,95.875,Metabolic (Core),False,AGDC,False,5.539177017982159,22.49455091522026,12.275357640987393,5.539177017982159
AGM3PA,b0110,206.75125446366417,26.6947,,4.032395839691162,10.400376497266745,,112645.641475366,,Metabolic (Core),False,AGM3PA,False,10.383547515198257,13.709157445652636,10.400376497266745,5.784413298964914
AGM3PApp_num1,b2817,178.65984365785727,13.2252,,7.269973278045654,19.340076933523704,,112645.641475366,,Metabolic (Core),False,AGM3PApp,False,12.29695980440981,13.278416737189787,13.2252,6.566717223722071
AGM3PApp_num2,b4169,153.48944171492553,,,4.1448235511779785,4.869782303147899,,112645.641475366,,Metabolic (Core),False,AGM3PApp,False,4.492703905132982,4.507302927162939,4.507302927162939,2.1195999398785097
AGM3PApp_num3,b2435,137.33652202813053,,,2.0732810497283936,4.869782303147899,,112645.641475366,,Metabolic (Core),False,AGM3PApp,False,3.1774875869811403,3.471531676438146,3.471531676438146,1.782550865187622
AGM3PApp_num4,b0867,189.6850202355557,,,3.735909938812256,2.816700321785319,,112645.641475366,,Metabolic (Core),False,AGM3PApp,False,3.243907940557724,3.2763051302987876,3.2763051302987876,1.8010852119091212
AGM3PH,b1107,109.83420962295432,16.5197,,8.694700241088867,6.47591517554057,,112645.641475366,,Metabolic (Core),False,AGM3PH,False,9.76156177910519,10.563438472209812,8.694700241088867,5.5225477597178525
AGM3Pt2pp,b0433,62.99967746920003,12.0836,,7.730954647064209,5.809898887901974,,112645.641475366,,Metabolic (Core),False,AGM3Pt2pp,False,8.157041655034064,8.541484511655394,7.730954647064209,4.826691149683475
AGM4PA,b0110,206.75125446366417,4.6057,,4.154240131378174,6.7859805272721,,112645.641475366,,Metabolic (Core),False,AGM4PA,False,5.063684252863282,5.1819735528834245,4.6057,3.375592109119071
AGM4PApp_num1,b2435,137.33652202813053,1.2028,,2.13592791557312,6.7859805272721,,112645.641475366,,Metabolic (Core),False,AGM4PApp,False,2.5929702864766315,3.37490281428174,2.13592791557312,2.0433753737979474
AGM4PApp_num2,b2817,178.65984365785727,,,6.849769592285156,6.7859805272721,,112645.641475366,,Metabolic (Core),False,AGM4PApp,False,6.817800456859061,6.817875059778628,6.817875059778628,2.611091813180659
AGM4PApp_num3,b4169,153.48944171492553,,,4.668955326080322,6.7859805272721,,112645.641475366,,Metabolic (Core),False,AGM4PApp,False,5.6288044845672545,5.727467926676211,5.727467926676211,2.3725101653243246
AGM4PApp_num4,b0867,189.6850202355557,,,2.944210767745972,4.961503606695668,,112645.641475366,,Metabolic (Core),False,AGM4PApp,False,3.8220037078793974,3.95285718722082,3.95285718722082,1.9549945544372744
AGM4PCP,b1192,136.2454183611817,9.8334,,4.387454986572266,9.674936837183308,,112645.641475366,,Metabolic (Core),False,AGM4PCP,False,7.473456412909317,7.965263941251858,9.674936837183308,4.520028045156779
AGM4PCPpp,b2175,97.76404181117316,2.0896,,7.155642032623291,3.541144371740768,,112645.641475366,,Metabolic (Core),False,AGM4PCPpp,False,3.755073710392311,4.262128801454686,3.541144371740768,2.697514885023977
AGM4PH,b1107,109.83420962295432,4.2761,,7.059202671051025,4.588231538118686,,112645.641475366,,Metabolic (Core),False,AGM4PH,False,5.173879103958469,5.307844736389904,4.588231538118686,3.4305377868825944
AGM4Pt2pp,b0433,62.99967746920003,7.8514,,7.730954647064209,5.809898887901974,,112645.641475366,,Metabolic (Core),False,AGM4Pt2pp,False,7.065066724476486,7.130751178322061,7.730954647064209,4.333484034351171
AGMH,b1107,109.83420962295432,0.5198,,26.747791290283203,14.02303403737391,,112645.641475366,,Metabolic (Core),False,AGMH,False,5.7985854711419496,13.763541775885704,14.02303403737391,3.7367285248011473
AGMHE,b3619,149.80799644754114,,,,,,,,Metabolic (Core),False,AGMHE,False,,,,
AGMT,b2937,137.02402725167997,5.9814,18.146679,38.26497650146485,2.25626747070846,,1.516,,Metabolic (Core),False,AGMT,False,9.838933134342376,16.162330743043327,12.0640395,9.838933134342376
AGMt2pp,b0433,62.99967746920003,1.8546,,7.730954647064209,1.10372881793359,,112645.641475366,,Metabolic (Core),False,AGMt2pp,False,2.5106254156665035,3.5630944883325992,1.8546,1.9945110224501
AGMtex_num1,b1377,96.2904209055866,,,,,,112645.641475366,,Transport,False,AGMtex,False,,,,
AGMtex_num2,b0241,33.2825,,,,,,112645.641475366,,Transport,False,AGMtex,False,,,,
AGMtex_num3,b0929,94.8168,,,,,,112645.641475366,,Transport,False,AGMtex,False,,,,
AGMtex_num4,b2215,96.2904209055866,,,,,,112645.641475366,,Transport,False,AGMtex,False,,,,
AGMtex_reverse_num1,b1377,96.2904209055866,,,,,,112645.641475366,,Transport,False,AGMtex,True,,,,
AGMtex_reverse_num2,b0241,33.2825,,,,,,112645.641475366,,Transport,False,AGMtex,True,,,,
AGMtex_reverse_num3,b0929,94.8168,,,,,,112645.641475366,,Transport,False,AGMtex,True,,,,
AGMtex_reverse_num4,b2215,96.2904209055866,,,,,,112645.641475366,,Transport,False,AGMtex,True,,,,
AGPAT120,b3018,107.09297571026704,5.4721,1.0974773,9.488449096679688,1.607791776275416,,,,Metabolic (Core),False,AGPAT120,False,3.0938100907331347,4.416454543238776,3.539945888137708,3.0938100907331347
AGPAT140,b3018,107.09297571026704,2.5721,1.3243935,7.477696895599365,1.4545002766521131,,,,Metabolic (Core),False,AGPAT140,False,2.467156157746839,3.20717266806287,2.0133001383260565,2.467156157746839
AGPAT141,b3018,107.09297571026704,11.8142,,17.209360122680664,3.709008719383553,,,,Metabolic (Core),False,AGPAT141,False,9.102114586955883,10.910856280688073,11.8142,5.240306919499079
AGPAT160,b3018,107.09297571026704,3.6807,,6.087310314178467,4.505918121530305,,,,Metabolic (Core),False,AGPAT160,False,4.656358245005773,4.757976145236257,4.505918121530305,3.1698213745964954
AGPAT161,b3018,107.09297571026704,2.0559,,17.209360122680664,4.939211283970827,,,,Metabolic (Core),False,AGPAT161,False,5.590810487807872,8.068157135550498,4.939211283970827,3.635851010074917
AGPAT180,b3018,107.09297571026704,7.4976,1.1476902,6.838842391967773,2.8297552452447894,,,,Metabolic (Core),False,AGPAT180,False,3.5922752178459834,4.57847195930314,4.834298818606282,3.5922752178459834
AGPAT181,b3018,107.09297571026704,11.4007,,17.209360122680664,23.12485843405693,,,,Metabolic (Core),False,AGPAT181,False,16.55484457474572,17.244972852245866,17.209360122680664,8.207177587084526
AGPR,b3958,137.37750142279987,2.3584,3.7842135,5.289671421051025,1.4704365328180204,,,,Metabolic (Core),False,AGPR,False,2.8864698079716926,3.2256803634672613,3.0713067499999998,2.8864698079716926
AGPR_reverse,b3958,137.37750142279987,24.2881,4.724572,5.6144208908081055,6.046301810920078,,,,Metabolic (Reverse),False,AGPR,True,7.900192992239702,10.168348675432046,5.8303613508640915,7.900192992239702
AGt3,b0573 and b0572 and b0574 and b0575,128.2406734749161,,,,,,112645.641475366,,Metabolic (Core),True,AGt3,False,,,,
AHCYSNS,b0159,136.2454183611817,11.8327,1.789047,15.781052589416504,1.3473436861442745,1.9375,,1.9375,Metabolic (Core),False,AHCYSNS,False,4.606064239091555,7.687535818890194,6.8108735000000005,4.606064239091555
AHGDx,b2913,143.92573340895575,119.4937,10.293619,55.18291091918945,12.39208454655868,0.25,,0.25,Metabolic (Core),False,AHGDx,False,30.28415902446294,49.340578616437035,33.787497732874066,30.28415902446294
AHGDx_reverse,b2913,143.92573340895575,2.2416,6.895657,64.56210327148438,5.482138024465373,0.25,,0.25,Metabolic (Reverse),False,AHGDx,True,8.600334662642657,19.795374573987438,6.188897512232686,8.600334662642657
AI2K,b1511,136.47847541820553,2.4653,5.141289,27.641733169555664,10.17151810551991,,112645.641475366,,Metabolic (Core),False,AI2K,False,7.726329225573315,11.354960068768893,7.656403552759955,7.726329225573315
AI2abcpp,b1515 and b1516 and b1513 and b1514,90.65907860738318,9.3416,6.666544,5.5674920082092285,6.064563476980895,,112645.641475366,,Metabolic (Core),True,AI2abcpp,False,6.771662291850919,6.910049871297531,6.365553738490448,6.771662291850919
AI2tex_num1,b0241,33.2825,,,,,,112645.641475366,,Transport,False,AI2tex,False,,,,
AI2tex_num2,b2215,96.2904209055866,,,,,,112645.641475366,,Transport,False,AI2tex,False,,,,
AI2tex_num3,b0929,94.8168,,,,,,112645.641475366,,Transport,False,AI2tex,False,,,,
AI2tex_num4,b1377,96.2904209055866,,,,,,112645.641475366,,Transport,False,AI2tex,False,,,,
AI2tex_reverse_num1,b0241,33.2825,,,,,,112645.641475366,,Transport,False,AI2tex,True,,,,
AI2tex_reverse_num2,b2215,96.2904209055866,,,,,,112645.641475366,,Transport,False,AI2tex,True,,,,
AI2tex_reverse_num3,b0929,94.8168,,,,,,112645.641475366,,Transport,False,AI2tex,True,,,,
AI2tex_reverse_num4,b1377,96.2904209055866,,,,,,112645.641475366,,Transport,False,AI2tex,True,,,,
AI2tpp,b1601,217.8077053441142,,,,,,112645.641475366,,Transport,False,AI2tpp,False,,,,
AICART,b4006,115.69288473855748,24.6676,1.8710082,5.735464096069336,6.334036791279153,4.3,,4.3,Metabolic (Core),False,AICART,False,6.399012136360432,9.652027271837122,6.034750443674245,6.399012136360432
AICART_reverse,b4006,115.69288473855748,97.5536,4.1297154,3.356269598007202,8.135649937618254,4.3,,4.3,Metabolic (Reverse),False,AICART,True,10.241253801597043,28.293808733906364,6.132682668809127,10.241253801597043
AIRC2,b0522,128.2406734749161,442.5254,1.5489444,9.20569133758545,14.530183055053186,5.9,,5.9,Metabolic (Core),False,AIRC2,False,17.401047068126328,116.95255469815964,11.867937196319318,17.401047068126328
AIRC3,b0523,123.60963225270936,,,,,15.6,,15.6,Metabolic (Core),False,AIRC3,False,,,,
AIRC3_reverse,b0523,123.60963225270936,,,,,15.6,,15.6,Metabolic (Reverse),False,AIRC3,True,,,,
AKGDH,b0116 and b0727 and b0726,115.69288473855742,19.3054,5.40398,64.0735855102539,69.5562354139795,18.85,,18.85,Metabolic (Core),True,AKGDH,False,26.112707762535834,39.58480023105835,41.68949275512695,26.112707762535834
AKGt2rpp,b2587,23.0,9.2991,17.911448,21.95426368713379,7.384226029220949,,112645.641475366,,Metabolic (Core),False,AKGt2rpp,False,12.818844169809436,14.137259429088685,13.605274,12.818844169809436
AKGt2rpp_reverse,b2587,23.0,1.7142,17.911448,21.95426368713379,7.198881129148654,,112645.641475366,,Metabolic (Reverse),False,AKGt2rpp,True,8.346300489785978,12.19469820407061,12.555164564574326,8.346300489785978
AKGtex_num1,b1377,96.2904209055866,,,,,,112645.641475366,,Transport,False,AKGtex,False,,,,
AKGtex_num2,b0241,33.2825,,,,,,112645.641475366,,Transport,False,AKGtex,False,,,,
AKGtex_num3,b0929,94.8168,,,,,,112645.641475366,,Transport,False,AKGtex,False,,,,
AKGtex_num4,b2215,96.2904209055866,,,,,,112645.641475366,,Transport,False,AKGtex,False,,,,
AKGtex_reverse_num1,b1377,96.2904209055866,,,,,,112645.641475366,,Transport,False,AKGtex,True,,,,
AKGtex_reverse_num2,b0241,33.2825,,,,,,112645.641475366,,Transport,False,AKGtex,True,,,,
AKGtex_reverse_num3,b0929,94.8168,,,,,,112645.641475366,,Transport,False,AKGtex,True,,,,
AKGtex_reverse_num4,b2215,96.2904209055866,,,,,,112645.641475366,,Transport,False,AKGtex,True,,,,
ALAALAD,b1488,149.80799644754114,3.0119,2.0113437,26.07918930053711,4.69157887104192,,99.76610434782609,,Metabolic (Core),False,ALAALAD,False,5.217770663159001,8.948502967894758,3.85173943552096,5.217770663159001
ALAALAabcpp_num1,b3540 and b3542 and b3544 and b3543 and b3541,104.73241798245591,3.1499,1.0008848,18.979406356811523,5.727440571245332,,112645.641475366,,Metabolic (Core),True,ALAALAabcpp,False,4.302600457371067,7.214407932014214,4.438670285622666,4.302600457371067
ALAALAabcpp_num2,b1485 and b1486 and b1487 and b1483 and b1484,97.46316781454354,,1.8850473,5.471427440643311,8.735721749952106,,112645.641475366,,Metabolic (Core),True,ALAALAabcpp,False,4.483053237274123,5.3640654968651384,5.471427440643311,3.080920005148698
ALAALAr_num1,b0381,149.80799644754114,10.5404,12.003266,6.379887580871582,20.83005914936328,21.1075,,21.1075,Metabolic (Core),False,ALAALAr,False,11.387149252403914,12.438403182558716,11.271833,11.387149252403914
ALAALAr_num2,b0092,137.37750142279987,,18.030838,15.790186882019045,6.029423425870919,21.1075,,21.1075,Metabolic (Core),False,ALAALAr,False,11.973643455307704,13.283482769296654,15.790186882019045,6.436795940963468
ALAALAr_reverse_num1,b0381,149.80799644754114,24.1418,5.3706446,5.285799503326416,5.02416662235697,21.1075,,21.1075,Metabolic (Reverse),False,ALAALAr,True,7.660245623909156,9.955602681420848,5.328222051663208,7.660245623909156
ALAALAr_reverse_num2,b0092,137.37750142279987,,11.027756,10.430071830749512,5.277687913692756,21.1075,,21.1075,Metabolic (Reverse),False,ALAALAr,True,8.467191542763073,8.911838581480756,10.430071830749512,4.963688718132423
ALAALAtex_num1,b1377,96.2904209055866,,,,,,112645.641475366,,Transport,False,ALAALAtex,False,,,,
ALAALAtex_num2,b0241,33.2825,,,,,,112645.641475366,,Transport,False,ALAALAtex,False,,,,
ALAALAtex_num3,b0929,94.8168,,,,,,112645.641475366,,Transport,False,ALAALAtex,False,,,,
ALAALAtex_num4,b2215,96.2904209055866,,,,,,112645.641475366,,Transport,False,ALAALAtex,False,,,,
ALAALAtex_reverse_num1,b1377,96.2904209055866,,,,,,112645.641475366,,Transport,False,ALAALAtex,True,,,,
ALAALAtex_reverse_num2,b0241,33.2825,,,,,,112645.641475366,,Transport,False,ALAALAtex,True,,,,
ALAALAtex_reverse_num3,b0929,94.8168,,,,,,112645.641475366,,Transport,False,ALAALAtex,True,,,,
ALAALAtex_reverse_num4,b2215,96.2904209055866,,,,,,112645.641475366,,Transport,False,ALAALAtex,True,,,,
ALAGLUE,b1325,136.2454183611817,,,,,8.05,,8.05,Metabolic (Core),False,ALAGLUE,False,,,,
ALAGLUE_reverse,b1325,136.2454183611817,,,,,8.05,,8.05,Metabolic (Reverse),False,ALAGLUE,True,,,,
ALAR_num1,b1190,151.18324760891227,,,,,42.338,,42.338,Metabolic (Core),False,ALAR,False,,,,
ALAR_num2,b4053,121.20698236312832,,,,,42.338,,42.338,Metabolic (Core),False,ALAR,False,,,,
ALAR_reverse_num1,b1190,151.18324760891227,,,,,42.338,,42.338,Metabolic (Reverse),False,ALAR,True,,,,
ALAR_reverse_num2,b4053,121.20698236312832,,,,,42.338,,42.338,Metabolic (Reverse),False,ALAR,True,,,,
ALATA_D2_num1,b2551,121.23861216232469,1.4882,0.23265755,14.010838508605955,5.158064932037617,,112645.641475366,,Metabolic (Core),False,ALATA_D2,False,2.2365692300547995,5.222440247660893,3.3231324660188086,2.2365692300547995
ALATA_D2_num2,b0870,115.69288473855748,0.2538,2.3526251,12.43678379058838,20.83005914936328,,112645.641475366,,Metabolic (Core),False,ALATA_D2,False,3.526636782549302,8.968317009987915,7.39470444529419,3.526636782549302
ALATA_L2_num1,b0870,115.69288473855748,1.4882,2.3526251,12.43678379058838,5.158064932037617,,112645.641475366,,Metabolic (Core),False,ALATA_L2,False,3.8712590078595177,5.3589184556565,3.7553450160188087,3.8712590078595177
ALATA_L2_num2,b2551,121.23861216232469,12.5187,0.23265755,14.010838508605955,5.265135685472943,,112645.641475366,,Metabolic (Core),False,ALATA_L2,False,3.8285781757505957,8.006832936019725,8.891917842736472,3.8285781757505957
ALATA_L_num1,b2290,128.2406734749161,40.6082,10.2080965,43.33698654174805,7.228125235384933,,76.44800000000001,,Metabolic (Core),False,ALATA_L,False,18.982819621534965,25.345352069283244,25.408148249999996,18.982819621534965
ALATA_L_num2,b2379,123.60963225270936,16.7738,7.6809754,50.39029693603516,23.41534300952709,,76.44800000000001,,Metabolic (Core),False,ALATA_L,False,19.745758408772616,24.565103836390566,20.094571504763543,19.745758408772616
ALATA_L_reverse_num1,b2290,128.2406734749161,7.4372,6.67687,45.99553298950195,5.265135685472943,,76.44800000000001,,Metabolic (Reverse),False,ALATA_L,True,10.471934114785267,16.343684668743723,7.057035,10.471934114785267
ALATA_L_reverse_num2,b2379,123.60963225270936,,3.914777,48.9123420715332,9.38360738254706,,76.44800000000001,,Metabolic (Reverse),False,ALATA_L,True,12.157149900271312,20.736908818026755,9.38360738254706,6.5106421987624055
ALAabcpp,b3460 and b3456 and b3454 and b3455 and b3457,97.76404181117316,25.3656,8.386627,18.14558982849121,45.25391345988196,,112645.641475366,,Metabolic (Core),True,ALAabcpp,False,20.443955398482537,24.287932572093293,21.755594914245606,20.443955398482537
ALAt2pp_num1,b4208,23.0,0.1776,4.986246,36.413177490234375,1.122388381894457,,112645.641475366,,Metabolic (Core),False,ALAt2pp,False,2.4527574343447767,10.674852968032209,3.054317190947229,2.4527574343447767
ALAt2pp_num2,b4130,33.2825,,1.5220733,18.313796997070312,2.6182215851292328,,112645.641475366,,Metabolic (Core),False,ALAt2pp,False,4.179010421378258,7.484697294066515,2.6182215851292328,2.92284032607391
ALAt4pp,b0007,27.0,0.28,10.503699,20.64867401123047,4.570910570141916,,112645.641475366,,Metabolic (Core),False,ALAt4pp,False,4.08177252345149,9.000820895343097,7.537304785070958,4.08177252345149
ALAtex_num1,b2215,96.2904209055866,,,,,,112645.641475366,,Transport,False,ALAtex,False,,,,
ALAtex_num2,b0241,33.2825,,,,,,112645.641475366,,Transport,False,ALAtex,False,,,,
ALAtex_num3,b1377,96.2904209055866,,,,,,112645.641475366,,Transport,False,ALAtex,False,,,,
ALAtex_num4,b0929,94.8168,,,,,,112645.641475366,,Transport,False,ALAtex,False,,,,
ALAtex_reverse_num1,b2215,96.2904209055866,,,,,,112645.641475366,,Transport,False,ALAtex,True,,,,
ALAtex_reverse_num2,b0241,33.2825,,,,,,112645.641475366,,Transport,False,ALAtex,True,,,,
ALAtex_reverse_num3,b1377,96.2904209055866,,,,,,112645.641475366,,Transport,False,ALAtex,True,,,,
ALAtex_reverse_num4,b0929,94.8168,,,,,,112645.641475366,,Transport,False,ALAtex,True,,,,
ALAtpp,b2670,97.61360481285834,,,,,,112645.641475366,,Transport,False,ALAtpp,False,,,,
ALCD19_num1,b1478,136.2454183611817,236.1095,26.613026,87.14225769042969,7.160727829311835,0.55,,0.55,Metabolic (Core),False,ALCD19,False,44.498812711606156,89.25637787993539,56.877641845214846,44.498812711606156
ALCD19_num2,b1241,122.42412220751704,3.0877,37.03246,16.749155044555664,33.66240634310002,0.55,,0.55,Metabolic (Core),False,ALCD19,False,15.9345179689474,22.63293034691392,25.20578069382784,15.9345179689474
